broker_code,broker_name,trading_symbol,quantity,signal,total_entry_exit,account_id
AM072,keynote,DEEPAKFERT,253.0,BUY,Total ENTRY,ACC_000319
AM072,keynote,GPTHEALTH,512.0,SELL,,ACC_000319
AM072,keynote,AXISBANK,21.0,SELL,,ACC_000319
AM072,keynote,KPIGREEN,14.0,SELL,,ACC_000319
AM072,keynote,GPTINFRA,403.0,SELL,,ACC_000319
AM072,keynote,PYRAMID,332.0,SELL,,ACC_000319
AM072,keynote,BBL,5.0,SELL,,ACC_000319
AM072,keynote,SPANDANA,274.0,SELL,,ACC_000319
AM072,keynote,LIQUIDBEES,145.0,SELL,Total EXIT,ACC_000319
PJ701,finflo,DEEPAKFERT,13.0,BUY,,ACC_000544
PJ701,finflo,GPTHEALTH,230.0,BUY,,ACC_000544
PJ701,finflo,AXISBANK,6.0,BUY,,ACC_000544
PJ701,finflo,VEDL,397.0,SELL,Total EXIT,ACC_000544
PJ701,finflo,GPTINFRA,827.0,BUY,,ACC_000544
PJ701,finflo,KPIGREEN,49.0,BUY,,ACC_000544
PJ701,finflo,PYRAMID,159.0,BUY,,ACC_000544
PJ701,finflo,MANGCHEFER,830.0,SELL,Total EXIT,ACC_000544
PJ701,finflo,BBL,3.0,BUY,,ACC_000544
PJ701,finflo,SPANDANA,170.0,BUY,,ACC_000544
KV014,keynote,DEEPAKFERT,106.0,SELL,,ACC_000385
KV014,keynote,GPTHEALTH,476.0,SELL,,ACC_000385
KV014,keynote,AXISBANK,20.0,SELL,,ACC_000385
KV014,keynote,GPTINFRA,282.0,SELL,,ACC_000385
KV014,keynote,KPIGREEN,1.0,SELL,,ACC_000385
KV014,keynote,PYRAMID,312.0,SELL,,ACC_000385
KV014,keynote,SPANDANA,149.0,SELL,,ACC_000385
KV014,keynote,BBL,41.0,BUY,Total ENTRY,ACC_000385
KV014,keynote,LIQUIDBEES,37.0,SELL,Total EXIT,ACC_000385
SJ081,keynote,DEEPAKFERT,92.0,SELL,,ACC_000320
SJ081,keynote,GPTHEALTH,356.0,SELL,,ACC_000320
SJ081,keynote,AXISBANK,13.0,SELL,,ACC_000320
SJ081,keynote,VEDL,108.0,BUY,,ACC_000320
SJ081,keynote,GPTINFRA,31.0,SELL,,ACC_000320
SJ081,keynote,KPIGREEN,20.0,BUY,,ACC_000320
SJ081,keynote,PYRAMID,239.0,SELL,,ACC_000320
SJ081,keynote,MANGCHEFER,305.0,SELL,,ACC_000320
SJ081,keynote,BBL,26.0,BUY,,ACC_000320
SJ081,keynote,SPANDANA,85.0,SELL,,ACC_000320
SJ081,keynote,VHLTD,1853.0,BUY,Total ENTRY,ACC_000320
SJ081,keynote,LIQUIDBEES,67.0,SELL,Total EXIT,ACC_000320
AS140,keynote,GPTINFRA,233.0,BUY,,ACC_000382
AS140,keynote,SHRIRAMFIN,37.0,BUY,,ACC_000382
AS140,keynote,SPANDANA,147.0,SELL,,ACC_000382
AS140,keynote,PNB,32.0,BUY,,ACC_000382
AS140,keynote,RECLTD,10.0,BUY,,ACC_000382
AS140,keynote,BANKBARODA,44.0,BUY,,ACC_000382
AS140,keynote,PFC,18.0,BUY,,ACC_000382
AS140,keynote,BHARTIARTL,2.0,BUY,,ACC_000382
VS097,keynote,GPTINFRA,71.0,BUY,,ACC_000379
VS097,keynote,SHRIRAMFIN,26.0,BUY,,ACC_000379
VS097,keynote,SPANDANA,42.0,SELL,,ACC_000379
VS097,keynote,PNB,71.0,BUY,,ACC_000379
VS097,keynote,RECLTD,28.0,BUY,,ACC_000379
VS097,keynote,LIQUIDBEES,13.0,SELL,Total EXIT,ACC_000379
VS097,keynote,BANKBARODA,15.0,BUY,,ACC_000379
VS097,keynote,PFC,31.0,BUY,,ACC_000379
VS097,keynote,BHARTIARTL,2.0,BUY,,ACC_000379
TWV350,zerodha,VEDL,897.0,BUY,,ACC_000307
TWV350,zerodha,SHRIRAMFIN,159.0,BUY,,ACC_000307
TWV350,zerodha,RECLTD,161.0,BUY,,ACC_000307
TWV350,zerodha,DEEPAKFERT,389.0,SELL,,ACC_000307
TWV350,zerodha,KPEL,234.0,SELL,Total EXIT,ACC_000307
TWV350,zerodha,AXISBANK,61.0,SELL,,ACC_000307
TWV350,zerodha,GPTINFRA,420.0,SELL,,ACC_000307
TWV350,zerodha,KPIGREEN,57.0,BUY,,ACC_000307
TWV350,zerodha,MANGCHEFER,1275.0,SELL,,ACC_000307
TWV350,zerodha,BBL,9.0,SELL,,ACC_000307
TWV350,zerodha,SPANDANA,421.0,SELL,,ACC_000307
TWV350,zerodha,PNB,339.0,BUY,,ACC_000307
TWV350,zerodha,VHLTD,1768.0,BUY,,ACC_000307
TWV350,zerodha,LIQUIDBEES,17.0,SELL,Total EXIT,ACC_000307
TWV350,zerodha,BHARTIARTL,4.0,BUY,,ACC_000307
TWV350,zerodha,GPTHEALTH,670.0,SELL,,ACC_000307
TWV350,zerodha,PYRAMID,1031.0,BUY,,ACC_000307
TWV350,zerodha,BANKBARODA,437.0,BUY,,ACC_000307
TWV350,zerodha,PFC,178.0,BUY,,ACC_000307
BLQ476,zerodha,VEDL,1650.0,BUY,,ACC_000308
BLQ476,zerodha,SHRIRAMFIN,56.0,BUY,,ACC_000308
BLQ476,zerodha,RECLTD,242.0,SELL,,ACC_000308
BLQ476,zerodha,DEEPAKFERT,2764.0,SELL,,ACC_000308
BLQ476,zerodha,AXISBANK,607.0,SELL,,ACC_000308
BLQ476,zerodha,GPTINFRA,27144.0,BUY,,ACC_000308
BLQ476,zerodha,KPIGREEN,753.0,SELL,,ACC_000308
BLQ476,zerodha,MANGCHEFER,8738.0,SELL,,ACC_000308
BLQ476,zerodha,BBL,175.0,SELL,,ACC_000308
BLQ476,zerodha,SPANDANA,8097.0,BUY,,ACC_000308
BLQ476,zerodha,PNB,1044.0,BUY,,ACC_000308
BLQ476,zerodha,VHLTD,10588.0,BUY,,ACC_000308
BLQ476,zerodha,LIQUIDBEES,10.0,SELL,Total EXIT,ACC_000308
BLQ476,zerodha,BHARTIARTL,208.0,SELL,,ACC_000308
BLQ476,zerodha,GPTHEALTH,16527.0,BUY,,ACC_000308
BLQ476,zerodha,PYRAMID,2249.0,SELL,,ACC_000308
BLQ476,zerodha,BANKBARODA,1186.0,SELL,,ACC_000308
BLQ476,zerodha,PFC,194.0,SELL,,ACC_000308
KM001,finflo,DEEPAKFERT,37.0,SELL,,ACC_000349
KM001,finflo,GPTHEALTH,67.0,SELL,,ACC_000349
KM001,finflo,AXISBANK,6.0,SELL,,ACC_000349
KM001,finflo,GPTINFRA,276.0,BUY,,ACC_000349
KM001,finflo,KPIGREEN,11.0,BUY,,ACC_000349
KM001,finflo,PYRAMID,1018.0,BUY,Total ENTRY,ACC_000349
KM001,finflo,BBL,3.0,SELL,,ACC_000349
KM001,finflo,SPANDANA,108.0,SELL,,ACC_000349
KM001,finflo,LIQUIDBEES,24.0,SELL,Total EXIT,ACC_000349
RB054,keynote,GPTINFRA,4.0,SELL,,ACC_000367
RB054,keynote,SHRIRAMFIN,31.0,BUY,,ACC_000367
RB054,keynote,SPANDANA,223.0,SELL,,ACC_000367
RB054,keynote,PNB,57.0,BUY,,ACC_000367
RB054,keynote,RECLTD,31.0,BUY,,ACC_000367
RB054,keynote,LIQUIDBEES,42.0,SELL,Total EXIT,ACC_000367
RB054,keynote,BANKBARODA,495.0,BUY,Total ENTRY,ACC_000367
RB054,keynote,PFC,35.0,BUY,,ACC_000367
RB054,keynote,BHARTIARTL,1.0,SELL,,ACC_000367
HD001,finflo,GPTINFRA,17.0,SELL,,ACC_000360
HD001,finflo,SHRIRAMFIN,9.0,BUY,,ACC_000360
HD001,finflo,SPANDANA,147.0,BUY,,ACC_000360
HD001,finflo,PNB,16.0,BUY,,ACC_000360
HD001,finflo,RECLTD,11.0,BUY,,ACC_000360
HD001,finflo,BANKBARODA,5.0,BUY,,ACC_000360
HD001,finflo,PFC,16.0,BUY,,ACC_000360
HD001,finflo,BHARTIARTL,1.0,BUY,,ACC_000360
GT005,keynote,DEEPAKFERT,95.0,SELL,,ACC_000375
GT005,keynote,GPTHEALTH,400.0,SELL,,ACC_000375
GT005,keynote,AXISBANK,105.0,BUY,Total ENTRY,ACC_000375
GT005,keynote,GPTINFRA,150.0,SELL,,ACC_000375
GT005,keynote,KPIGREEN,9.0,BUY,,ACC_000375
GT005,keynote,PYRAMID,265.0,SELL,,ACC_000375
GT005,keynote,SPANDANA,245.0,SELL,,ACC_000375
GT005,keynote,BBL,42.0,BUY,Total ENTRY,ACC_000375
GT005,keynote,VHLTD,162.0,SELL,Total EXIT,ACC_000375
GT005,keynote,LIQUIDBEES,65.0,SELL,Total EXIT,ACC_000375
VK064,keynote,GPTINFRA,2.0,BUY,,ACC_000331
VK064,keynote,SHRIRAMFIN,33.0,BUY,,ACC_000331
VK064,keynote,SPANDANA,221.0,SELL,,ACC_000331
VK064,keynote,PNB,60.0,BUY,,ACC_000331
VK064,keynote,RECLTD,31.0,BUY,,ACC_000331
