broker_code,broker_name,trading_symbol,quantity,signal,total_entry_exit,account_id
CK012,keynote,SPANDANA,170.0,SELL,,ACC_000315
CK012,keynote,SHRIRAMFIN,36.0,BUY,,ACC_000315
CK012,keynote,MANGCHEFER,292.0,SELL,,ACC_000315
CK012,keynote,VHLTD,1752.0,BUY,Total ENTRY,ACC_000315
CK012,keynote,RECLTD,51.0,BUY,,ACC_000315
CK012,keynote,GPTINFRA,284.0,BUY,,ACC_000315
CK012,keynote,PFC,54.0,BUY,,ACC_000315
CK012,keynote,PNB,147.0,BUY,,ACC_000315
CK012,keynote,GPTHEALTH,87.0,BUY,,ACC_000315
CK012,keynote,PYRAMID,8.0,SELL,,ACC_000315
CK012,keynote,AXISBANK,8.0,BUY,,ACC_000315
CK012,keynote,BBL,1.0,BUY,,ACC_000315
CK012,keynote,KPIGREEN,67.0,BUY,,ACC_000315
CK012,keynote,DEEPAKFERT,5.0,BUY,,ACC_000315
CK012,keynote,BHARTIARTL,1.0,SELL,,ACC_000315
CK012,keynote,VEDL,11.0,SELL,,ACC_000315
CK012,keynote,BANKBARODA,30.0,BUY,,ACC_000315
CK012,keynote,LIQUIDBEES,109.0,SELL,Total EXIT,ACC_000315
MN025,keynote,SPANDANA,234.0,SELL,,ACC_000309
MN025,keynote,SHRIRAMFIN,245.0,SELL,,ACC_000309
MN025,keynote,MANGCHEFER,376.0,SELL,,ACC_000309
MN025,keynote,VHLTD,2087.0,BUY,Total ENTRY,ACC_000309
MN025,keynote,RECLTD,54.0,BUY,,ACC_000309
MN025,keynote,GPTINFRA,239.0,BUY,,ACC_000309
MN025,keynote,PFC,58.0,BUY,,ACC_000309
MN025,keynote,PNB,144.0,BUY,,ACC_000309
MN025,keynote,GPTHEALTH,525.0,BUY,,ACC_000309
MN025,keynote,PYRAMID,46.0,SELL,,ACC_000309
MN025,keynote,AXISBANK,4.0,BUY,,ACC_000309
MN025,keynote,BBL,31.0,BUY,,ACC_000309
MN025,keynote,KPIGREEN,71.0,BUY,,ACC_000309
MN025,keynote,DEEPAKFERT,14.0,BUY,,ACC_000309
MN025,keynote,BHARTIARTL,33.0,BUY,,ACC_000309
MN025,keynote,VEDL,111.0,BUY,,ACC_000309
MN025,keynote,BANKBARODA,24.0,BUY,,ACC_000309
MN025,keynote,LIQUIDBEES,137.0,SELL,Total EXIT,ACC_000309
RC038,keynote,PFC,4.0,BUY,,ACC_000536
RC038,keynote,PNB,1.0,SELL,,ACC_000536
RC038,keynote,SPANDANA,671.0,BUY,Total ENTRY,ACC_000536
RC038,keynote,RECLTD,1.0,SELL,,ACC_000536
RC038,keynote,GPTINFRA,182.0,BUY,,ACC_000536
RC038,keynote,BHARTIARTL,3.0,SELL,,ACC_000536
RC038,keynote,SHRIRAMFIN,10.0,BUY,,ACC_000536
RC038,keynote,BANKBARODA,333.0,BUY,Total ENTRY,ACC_000536
MP071,keynote,KPIGREEN,11.0,BUY,,ACC_000539
MP071,keynote,SPANDANA,46.0,SELL,,ACC_000539
MP071,keynote,GPTHEALTH,186.0,SELL,,ACC_000539
MP071,keynote,PYRAMID,1.0,BUY,,ACC_000539
MP071,keynote,DEEPAKFERT,16.0,SELL,,ACC_000539
MP071,keynote,GPTINFRA,216.0,BUY,,ACC_000539
MP071,keynote,AXISBANK,3.0,SELL,,ACC_000539
MP071,keynote,BBL,1.0,SELL,,ACC_000539
AM072,keynote,KPIGREEN,23.0,BUY,,ACC_000319
AM072,keynote,SPANDANA,255.0,SELL,,ACC_000319
AM072,keynote,GPTHEALTH,189.0,SELL,,ACC_000319
AM072,keynote,PYRAMID,169.0,SELL,,ACC_000319
AM072,keynote,DEEPAKFERT,287.0,BUY,Total ENTRY,ACC_000319
AM072,keynote,GPTINFRA,188.0,SELL,,ACC_000319
AM072,keynote,AXISBANK,7.0,SELL,,ACC_000319
AM072,keynote,LIQUIDBEES,145.0,SELL,Total EXIT,ACC_000319
HB011,keynote,KPIGREEN,267.0,BUY,Total ENTRY,ACC_000376
HB011,keynote,SPANDANA,204.0,SELL,,ACC_000376
HB011,keynote,GPTHEALTH,303.0,BUY,,ACC_000376
HB011,keynote,PYRAMID,1094.0,BUY,Total ENTRY,ACC_000376
HB011,keynote,DEEPAKFERT,31.0,SELL,,ACC_000376
HB011,keynote,GPTINFRA,86.0,BUY,,ACC_000376
HB011,keynote,AXISBANK,88.0,BUY,Total ENTRY,ACC_000376
HB011,keynote,BBL,35.0,BUY,Total ENTRY,ACC_000376
HB011,keynote,LIQUIDBEES,273.0,SELL,Total EXIT,ACC_000376
GT005,keynote,KPIGREEN,51.0,BUY,,ACC_000375
GT005,keynote,SPANDANA,222.0,SELL,,ACC_000375
GT005,keynote,GPTHEALTH,24.0,SELL,,ACC_000375
GT005,keynote,PYRAMID,75.0,SELL,,ACC_000375
GT005,keynote,VHLTD,162.0,SELL,Total EXIT,ACC_000375
GT005,keynote,DEEPAKFERT,55.0,SELL,,ACC_000375
GT005,keynote,GPTINFRA,100.0,BUY,,ACC_000375
GT005,keynote,AXISBANK,122.0,BUY,Total ENTRY,ACC_000375
GT005,keynote,BBL,48.0,BUY,Total ENTRY,ACC_000375
GT005,keynote,LIQUIDBEES,65.0,SELL,Total EXIT,ACC_000375
KS002,finflo,PFC,10.0,SELL,,ACC_000350
KS002,finflo,PNB,65.0,SELL,,ACC_000350
KS002,finflo,SPANDANA,302.0,BUY,Total ENTRY,ACC_000350
KS002,finflo,RECLTD,9.0,SELL,,ACC_000350
KS002,finflo,GPTINFRA,189.0,SELL,,ACC_000350
KS002,finflo,BHARTIARTL,6.0,SELL,,ACC_000350
KS002,finflo,SHRIRAMFIN,5.0,SELL,,ACC_000350
KS002,finflo,BANKBARODA,35.0,SELL,,ACC_000350
KS002,finflo,LIQUIDBEES,43.0,SELL,Total EXIT,ACC_000350
YB001,other,KPIGREEN,31.0,BUY,,ACC_000378
YB001,other,SPANDANA,159.0,SELL,,ACC_000378
YB001,other,GPTHEALTH,315.0,BUY,,ACC_000378
YB001,other,PYRAMID,356.0,BUY,,ACC_000378
YB001,other,VHLTD,848.0,SELL,Total EXIT,ACC_000378
YB001,other,DEEPAKFERT,69.0,SELL,,ACC_000378
YB001,other,GPTINFRA,238.0,BUY,,ACC_000378
YB001,other,AXISBANK,5.0,SELL,,ACC_000378
YB001,other,BBL,1.0,BUY,,ACC_000378
YB001,other,LIQUIDBEES,1.0,SELL,Total EXIT,ACC_000378
TWV350,zerodha,SPANDANA,324.0,SELL,,ACC_000307
TWV350,zerodha,SHRIRAMFIN,133.0,BUY,,ACC_000307
TWV350,zerodha,MANGCHEFER,1382.0,SELL,,ACC_000307
TWV350,zerodha,VHLTD,1907.0,BUY,,ACC_000307
TWV350,zerodha,RECLTD,177.0,BUY,,ACC_000307
TWV350,zerodha,GPTINFRA,661.0,BUY,,ACC_000307
TWV350,zerodha,PFC,189.0,BUY,,ACC_000307
TWV350,zerodha,PNB,455.0,BUY,,ACC_000307
TWV350,zerodha,GPTHEALTH,953.0,BUY,,ACC_000307
TWV350,zerodha,PYRAMID,1850.0,BUY,,ACC_000307
TWV350,zerodha,AXISBANK,10.0,BUY,,ACC_000307
TWV350,zerodha,KPEL,234.0,SELL,Total EXIT,ACC_000307
TWV350,zerodha,BBL,18.0,BUY,,ACC_000307
TWV350,zerodha,KPIGREEN,240.0,BUY,,ACC_000307
TWV350,zerodha,DEEPAKFERT,218.0,SELL,,ACC_000307
TWV350,zerodha,BHARTIARTL,4.0,SELL,,ACC_000307
TWV350,zerodha,VEDL,877.0,BUY,,ACC_000307
TWV350,zerodha,BANKBARODA,456.0,BUY,,ACC_000307
TWV350,zerodha,LIQUIDBEES,17.0,SELL,Total EXIT,ACC_000307
SV050,keynote,KPIGREEN,53.0,BUY,,ACC_000374
SV050,keynote,MANGCHEFER,115.0,SELL,,ACC_000374
SV050,keynote,SPANDANA,58.0,SELL,,ACC_000374
SV050,keynote,GPTHEALTH,30.0,BUY,,ACC_000374
SV050,keynote,PYRAMID,36.0,SELL,,ACC_000374
SV050,keynote,VHLTD,1545.0,BUY,Total ENTRY,ACC_000374
SV050,keynote,DEEPAKFERT,42.0,SELL,,ACC_000374
SV050,keynote,GPTINFRA,171.0,BUY,,ACC_000374
SV050,keynote,AXISBANK,109.0,BUY,Total ENTRY,ACC_000374
SV050,keynote,VEDL,9.0,BUY,,ACC_000374
SV050,keynote,BBL,4.0,BUY,,ACC_000374
SV050,keynote,LIQUIDBEES,52.0,SELL,Total EXIT,ACC_000374
PR030,keynote,SPANDANA,118.0,SELL,,ACC_000321
PR030,keynote,SHRIRAMFIN,39.0,BUY,,ACC_000321
PR030,keynote,MANGCHEFER,449.0,SELL,,ACC_000321
PR030,keynote,VHLTD,2310.0,BUY,Total ENTRY,ACC_000321
PR030,keynote,RECLTD,52.0,BUY,,ACC_000321
PR030,keynote,GPTINFRA,146.0,BUY,,ACC_000321
PR030,keynote,PFC,55.0,BUY,,ACC_000321
PR030,keynote,PNB,124.0,BUY,,ACC_000321
PR030,keynote,GPTHEALTH,461.0,BUY,,ACC_000321
PR030,keynote,PYRAMID,97.0,SELL,,ACC_000321
PR030,keynote,AXISBANK,31.0,SELL,,ACC_000321
PR030,keynote,BBL,27.0,BUY,,ACC_000321
PR030,keynote,KPIGREEN,71.0,BUY,,ACC_000321
PR030,keynote,DEEPAKFERT,63.0,SELL,,ACC_000321
PR030,keynote,BHARTIARTL,2.0,SELL,,ACC_000321
PR030,keynote,VEDL,112.0,BUY,,ACC_000321
PR030,keynote,BANKBARODA,11.0,BUY,,ACC_000321
BD027,keynote,SPANDANA,82.0,SELL,,ACC_000328
BD027,keynote,SHRIRAMFIN,31.0,BUY,,ACC_000328
BD027,keynote,MANGCHEFER,345.0,SELL,,ACC_000328
BD027,keynote,VHLTD,1027.0,BUY,,ACC_000328
BD027,keynote,RECLTD,43.0,BUY,,ACC_000328
BD027,keynote,GPTINFRA,963.0,BUY,,ACC_000328
BD027,keynote,PFC,47.0,BUY,,ACC_000328
BD027,keynote,PNB,109.0,BUY,,ACC_000328
BD027,keynote,GPTHEALTH,249.0,BUY,,ACC_000328
BD027,keynote,PYRAMID,62.0,SELL,,ACC_000328
BD027,keynote,AXISBANK,21.0,SELL,,ACC_000328
BD027,keynote,BBL,19.0,BUY,,ACC_000328
BD027,keynote,KPIGREEN,59.0,BUY,,ACC_000328
BD027,keynote,DEEPAKFERT,37.0,BUY,,ACC_000328
BD027,keynote,BHARTIARTL,3.0,BUY,,ACC_000328
BD027,keynote,VEDL,92.0,BUY,,ACC_000328
BD027,keynote,BANKBARODA,68.0,SELL,,ACC_000328
BD027,keynote,LIQUIDBEES,113.0,SELL,Total EXIT,ACC_000328
PP079,keynote,KPIGREEN,36.0,BUY,,ACC_000345
PP079,keynote,SPANDANA,84.0,SELL,,ACC_000345
PP079,keynote,GPTHEALTH,49.0,SELL,,ACC_000345
PP079,keynote,PYRAMID,78.0,SELL,,ACC_000345
PP079,keynote,VHLTD,220.0,SELL,Total EXIT,ACC_000345
PP079,keynote,DEEPAKFERT,48.0,SELL,,ACC_000345
PP079,keynote,GPTINFRA,28.0,BUY,,ACC_000345
PP079,keynote,AXISBANK,94.0,BUY,Total ENTRY,ACC_000345
PP079,keynote,BBL,37.0,BUY,Total ENTRY,ACC_000345
PP079,keynote,LIQUIDBEES,33.0,SELL,Total EXIT,ACC_000345
RG008,other,PFC,204.0,BUY,Total ENTRY,ACC_000399
RG008,other,TATAMOTORS,96.0,SELL,Total EXIT,ACC_000399
RG008,other,PNB,840.0,BUY,Total ENTRY,ACC_000399
RG008,other,SPANDANA,671.0,BUY,Total ENTRY,ACC_000399
RG008,other,TATAPOWER,243.0,SELL,Total EXIT,ACC_000399
RG008,other,RECLTD,198.0,BUY,Total ENTRY,ACC_000399
RG008,other,DEEPAKFERT,283.0,SELL,Total EXIT,ACC_000399
RG008,other,GPTINFRA,1888.0,BUY,Total ENTRY,ACC_000399
RG008,other,BHARTIARTL,25.0,SELL,,ACC_000399
RG008,other,SHRIRAMFIN,28.0,SELL,,ACC_000399
RG008,other,BANKBARODA,78.0,SELL,,ACC_000399
RG008,other,HINDALCO,147.0,SELL,Total EXIT,ACC_000399
HD001,finflo,PFC,2.0,SELL,,ACC_000360
HD001,finflo,PNB,54.0,SELL,,ACC_000360
HD001,finflo,SPANDANA,92.0,BUY,,ACC_000360
HD001,finflo,RECLTD,6.0,SELL,,ACC_000360
HD001,finflo,GPTINFRA,166.0,SELL,,ACC_000360
HD001,finflo,BHARTIARTL,3.0,SELL,,ACC_000360
HD001,finflo,SHRIRAMFIN,6.0,SELL,,ACC_000360
HD001,finflo,BANKBARODA,25.0,SELL,,ACC_000360
TK008,keynote,KPIGREEN,23.0,SELL,,ACC_000324
TK008,keynote,MANGCHEFER,729.0,BUY,Total ENTRY,ACC_000324
TK008,keynote,SPANDANA,474.0,SELL,,ACC_000324
TK008,keynote,GPTHEALTH,3298.0,SELL,,ACC_000324
TK008,keynote,PYRAMID,403.0,SELL,,ACC_000324
TK008,keynote,VHLTD,1485.0,BUY,Total ENTRY,ACC_000324
TK008,keynote,DEEPAKFERT,288.0,BUY,Total ENTRY,ACC_000324
TK008,keynote,GPTINFRA,800.0,SELL,,ACC_000324
TK008,keynote,AXISBANK,105.0,BUY,Total ENTRY,ACC_000324
TK008,keynote,VEDL,407.0,BUY,Total ENTRY,ACC_000324
TK008,keynote,BBL,7.0,SELL,,ACC_000324
TK008,keynote,LIQUIDBEES,95.0,SELL,Total EXIT,ACC_000324
MB048,keynote,KPIGREEN,25.0,BUY,,ACC_000383
MB048,keynote,MANGCHEFER,178.0,SELL,,ACC_000383
MB048,keynote,SPANDANA,35.0,SELL,,ACC_000383
MB048,keynote,GPTHEALTH,165.0,BUY,,ACC_000383
MB048,keynote,PYRAMID,425.0,SELL,,ACC_000383
MB048,keynote,VHLTD,1650.0,BUY,Total ENTRY,ACC_000383
MB048,keynote,DEEPAKFERT,11.0,SELL,,ACC_000383
MB048,keynote,GPTINFRA,417.0,BUY,,ACC_000383
MB048,keynote,AXISBANK,116.0,BUY,Total ENTRY,ACC_000383
MB048,keynote,VEDL,27.0,SELL,,ACC_000383
KG024,keynote,SPANDANA,225.0,SELL,,ACC_000388
KG024,keynote,SHRIRAMFIN,53.0,BUY,,ACC_000388
KG024,keynote,MANGCHEFER,1730.0,BUY,Total ENTRY,ACC_000388
KG024,keynote,VHLTD,3524.0,BUY,Total ENTRY,ACC_000388
KG024,keynote,RECLTD,67.0,BUY,,ACC_000388
KG024,keynote,GPTINFRA,69.0,BUY,,ACC_000388
KG024,keynote,PFC,73.0,BUY,,ACC_000388
KG024,keynote,PNB,141.0,BUY,,ACC_000388
KG024,keynote,GPTHEALTH,133.0,SELL,,ACC_000388
KG024,keynote,PYRAMID,207.0,SELL,,ACC_000388
KG024,keynote,AXISBANK,2.0,SELL,,ACC_000388
KG024,keynote,BBL,7.0,BUY,,ACC_000388
KG024,keynote,KPIGREEN,96.0,BUY,,ACC_000388
KG024,keynote,DEEPAKFERT,127.0,SELL,,ACC_000388
KG024,keynote,HDFCBANK,113.0,SELL,Total EXIT,ACC_000388
KG024,keynote,BHARTIARTL,6.0,SELL,,ACC_000388
KG024,keynote,VEDL,155.0,BUY,,ACC_000388
KG024,keynote,BANKBARODA,4.0,SELL,,ACC_000388
KG024,keynote,LIQUIDBEES,292886.0,SELL,Total EXIT,ACC_000388
VD029,keynote,MANGCHEFER,1.0,SELL,Total EXIT,ACC_000351
VD029,keynote,PFC,31.0,BUY,,ACC_000351
VD029,keynote,PNB,70.0,BUY,,ACC_000351
VD029,keynote,SPANDANA,72.0,SELL,,ACC_000351
VD029,keynote,RECLTD,30.0,BUY,,ACC_000351
VD029,keynote,GPTINFRA,56.0,BUY,,ACC_000351
VD029,keynote,BHARTIARTL,1.0,SELL,,ACC_000351
VD029,keynote,SHRIRAMFIN,22.0,BUY,,ACC_000351
VD029,keynote,BANKBARODA,433.0,BUY,Total ENTRY,ACC_000351
VD029,keynote,LIQUIDBEES,72.0,SELL,Total EXIT,ACC_000351
UG009,keynote,PFC,39.0,BUY,,ACC_000397
UG009,keynote,PNB,89.0,BUY,,ACC_000397
UG009,keynote,SPANDANA,75.0,SELL,,ACC_000397
UG009,keynote,RECLTD,36.0,BUY,,ACC_000397
UG009,keynote,GPTINFRA,84.0,BUY,,ACC_000397
UG009,keynote,BHARTIARTL,1.0,SELL,,ACC_000397
UG009,keynote,SHRIRAMFIN,28.0,BUY,,ACC_000397
UG009,keynote,BANKBARODA,498.0,BUY,Total ENTRY,ACC_000397
UG009,keynote,LIQUIDBEES,91.0,SELL,Total EXIT,ACC_000397
TS020,keynote,SPANDANA,168.0,SELL,,ACC_000322
TS020,keynote,SHRIRAMFIN,34.0,BUY,,ACC_000322
TS020,keynote,MANGCHEFER,314.0,SELL,,ACC_000322
TS020,keynote,VHLTD,2047.0,BUY,Total ENTRY,ACC_000322
TS020,keynote,RECLTD,22.0,BUY,,ACC_000322
TS020,keynote,GPTINFRA,426.0,BUY,,ACC_000322
TS020,keynote,PFC,32.0,BUY,,ACC_000322
TS020,keynote,PNB,88.0,BUY,,ACC_000322
